=== 个性化信任共识模型 - 多次仿真汇总 ===

仿真总数: 500
成功仿真数: 500

各仿真关键指标:
仿真编号 | 反馈次数 | 是否收敛 | 平均共识度 | 决策者分类
 250 |      1 |    是     |   0.9172 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 251 |      0 |    是     |   0.9435 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 252 |      1 |    是     |   0.9382 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 253 |      3 |    是     |   0.9256 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 254 |      1 |    是     |   0.9230 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 255 |      1 |    是     |   0.9458 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 256 |      0 |    是     |   0.9215 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 257 |      0 |    是     |   0.9266 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 258 |      0 |    是     |   0.9211 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 259 |      0 |    是     |   0.9299 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 260 |      0 |    是     |   0.9206 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 261 |      0 |    是     |   0.9175 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 262 |      0 |    是     |   0.9390 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 263 |      1 |    是     |   0.9239 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 264 |      0 |    是     |   0.9182 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 265 |      0 |    是     |   0.9241 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 266 |      1 |    是     |   0.9193 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 267 |      2 |    是     |   0.9275 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 268 |      2 |    是     |   0.9217 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 269 |      2 |    是     |   0.9310 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 270 |      1 |    是     |   0.9192 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 271 |      0 |    是     |   0.9200 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 272 |      1 |    是     |   0.9285 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 273 |      2 |    是     |   0.9268 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 274 |      1 |    是     |   0.9213 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 275 |      1 |    是     |   0.9319 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 276 |      4 |    是     |   0.9355 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 277 |      1 |    是     |   0.9304 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 278 |      1 |    是     |   0.9330 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 279 |      0 |    是     |   0.9190 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 280 |      1 |    是     |   0.9294 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 281 |      0 |    是     |   0.9457 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 282 |      0 |    是     |   0.9385 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 283 |      4 |    是     |   0.9322 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 284 |      0 |    是     |   0.9221 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 285 |      1 |    是     |   0.9168 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 286 |      5 |    是     |   0.9276 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 287 |      0 |    是     |   0.9286 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 288 |      0 |    是     |   0.9391 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 289 |      0 |    是     |   0.9484 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 290 |      0 |    是     |   0.9328 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 291 |      0 |    是     |   0.9277 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 292 |      0 |    是     |   0.9280 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 293 |      0 |    是     |   0.9273 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 294 |      0 |    是     |   0.9335 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 295 |      1 |    是     |   0.9288 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 296 |      1 |    是     |   0.9176 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 297 |      3 |    是     |   0.9351 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 298 |      0 |    是     |   0.9293 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 299 |      1 |    是     |   0.9300 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 300 |      0 |    是     |   0.9254 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 301 |      0 |    是     |   0.9329 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 302 |      0 |    是     |   0.9366 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 303 |      0 |    是     |   0.9382 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 304 |      0 |    是     |   0.9248 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 305 |      0 |    是     |   0.9388 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 306 |      2 |    是     |   0.9282 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 307 |      2 |    是     |   0.9229 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 308 |      2 |    是     |   0.9288 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 309 |      0 |    是     |   0.9299 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 310 |      0 |    是     |   0.9200 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 311 |      0 |    是     |   0.9144 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 312 |      1 |    是     |   0.9297 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 313 |      0 |    是     |   0.9173 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 314 |      0 |    是     |   0.9274 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 315 |      2 |    是     |   0.9229 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 316 |      1 |    是     |   0.9187 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 317 |      1 |    是     |   0.9297 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 318 |      0 |    是     |   0.9317 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 319 |      1 |    是     |   0.9266 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 320 |      1 |    是     |   0.9193 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 321 |      0 |    是     |   0.9282 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 322 |      0 |    是     |   0.9177 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 323 |      0 |    是     |   0.9236 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 324 |      1 |    是     |   0.9133 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 325 |      1 |    是     |   0.9408 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 326 |      0 |    是     |   0.9417 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 327 |      2 |    是     |   0.9402 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 328 |      0 |    是     |   0.9244 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 329 |      2 |    是     |   0.9241 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 330 |      0 |    是     |   0.9363 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 331 |      2 |    是     |   0.9269 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 332 |      0 |    是     |   0.9286 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 333 |      0 |    是     |   0.9238 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 334 |      0 |    是     |   0.9256 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 335 |      0 |    是     |   0.9282 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 336 |      1 |    是     |   0.9397 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 337 |      0 |    是     |   0.9294 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 338 |      1 |    是     |   0.9289 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 339 |      0 |    是     |   0.9344 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 340 |      1 |    是     |   0.9294 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 341 |      0 |    是     |   0.9212 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 342 |      0 |    是     |   0.9244 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 343 |      0 |    是     |   0.9199 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 344 |      2 |    是     |   0.9346 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 345 |      2 |    是     |   0.9270 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 346 |      3 |    是     |   0.9185 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 347 |      0 |    是     |   0.9156 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 348 |      0 |    是     |   0.9420 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 349 |      0 |    是     |   0.9266 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 350 |      0 |    是     |   0.9350 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 351 |      0 |    是     |   0.9388 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 352 |      2 |    是     |   0.9262 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 353 |      0 |    是     |   0.9300 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 354 |      1 |    是     |   0.9385 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 355 |      0 |    是     |   0.9404 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 356 |      0 |    是     |   0.9201 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 357 |      0 |    是     |   0.9231 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 358 |      2 |    是     |   0.9157 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 359 |      0 |    是     |   0.9488 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 360 |      1 |    是     |   0.9216 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 361 |      0 |    是     |   0.9194 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 362 |      1 |    是     |   0.9150 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 363 |      0 |    是     |   0.9451 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 364 |      1 |    是     |   0.9410 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 365 |      5 |    是     |   0.9407 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 366 |      0 |    是     |   0.9280 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 367 |      0 |    是     |   0.9199 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 368 |      0 |    是     |   0.9367 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 369 |      1 |    是     |   0.9199 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 370 |      1 |    是     |   0.9367 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 371 |      0 |    是     |   0.9164 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 372 |      1 |    是     |   0.9250 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 373 |      0 |    是     |   0.9275 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 374 |      0 |    是     |   0.9344 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 375 |      2 |    是     |   0.9216 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 376 |      0 |    是     |   0.9233 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 377 |      0 |    是     |   0.9177 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 378 |      0 |    是     |   0.9167 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 379 |      0 |    是     |   0.9316 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 380 |      3 |    是     |   0.9264 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 381 |      0 |    是     |   0.9450 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 382 |      4 |    是     |   0.9269 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 383 |      0 |    是     |   0.9562 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 384 |      1 |    是     |   0.9304 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 385 |      4 |    是     |   0.9313 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 386 |      0 |    是     |   0.9347 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 387 |      0 |    是     |   0.9353 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 388 |      1 |    是     |   0.9259 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 389 |      3 |    是     |   0.9247 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 390 |      1 |    是     |   0.9328 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 391 |      2 |    是     |   0.9291 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 392 |      0 |    是     |   0.9306 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 393 |      0 |    是     |   0.9266 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 394 |      2 |    是     |   0.9325 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 395 |      1 |    是     |   0.9286 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 396 |      0 |    是     |   0.9279 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 397 |      0 |    是     |   0.9424 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 398 |      2 |    是     |   0.9262 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 399 |      0 |    是     |   0.9233 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 400 |      4 |    是     |   0.9344 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 401 |      0 |    是     |   0.9426 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 402 |      1 |    是     |   0.9182 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 403 |      0 |    是     |   0.9323 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 404 |      1 |    是     |   0.9381 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 405 |      0 |    是     |   0.9211 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 406 |      1 |    是     |   0.9153 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 407 |      1 |    是     |   0.9152 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 408 |      2 |    是     |   0.9332 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 409 |      2 |    是     |   0.9306 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 410 |      0 |    是     |   0.9211 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 411 |      0 |    是     |   0.9149 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 412 |      0 |    是     |   0.9230 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 413 |      0 |    是     |   0.9288 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 414 |      0 |    是     |   0.9227 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 415 |      0 |    是     |   0.9185 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 416 |      2 |    是     |   0.9189 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 417 |      1 |    是     |   0.9266 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 418 |      0 |    是     |   0.9316 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 419 |      1 |    是     |   0.9220 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 420 |      0 |    是     |   0.9421 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 421 |      2 |    是     |   0.9248 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 422 |      0 |    是     |   0.9299 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 423 |      3 |    是     |   0.9286 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 424 |      0 |    是     |   0.9356 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 425 |      4 |    是     |   0.9292 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 426 |      0 |    是     |   0.9289 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 427 |      2 |    是     |   0.9249 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 428 |      3 |    是     |   0.9256 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 429 |      1 |    是     |   0.9237 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 430 |      0 |    是     |   0.9147 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 431 |      0 |    是     |   0.9208 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 432 |      1 |    是     |   0.9222 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 433 |      0 |    是     |   0.9248 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 434 |      1 |    是     |   0.9254 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 435 |      0 |    是     |   0.9305 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 436 |      0 |    是     |   0.9426 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 437 |      0 |    是     |   0.9184 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 438 |      2 |    是     |   0.9189 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 439 |      0 |    是     |   0.9390 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 440 |      0 |    是     |   0.9259 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 441 |      1 |    是     |   0.9348 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 442 |      0 |    是     |   0.9270 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 443 |      1 |    是     |   0.9383 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 444 |      0 |    是     |   0.9225 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 445 |      0 |    是     |   0.9164 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 446 |      0 |    是     |   0.9340 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 447 |      3 |    是     |   0.9207 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 448 |      2 |    是     |   0.9193 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 449 |      1 |    是     |   0.9173 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 450 |      1 |    是     |   0.9262 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 451 |      0 |    是     |   0.9383 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 452 |      1 |    是     |   0.9306 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 453 |      2 |    是     |   0.9375 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 454 |      0 |    是     |   0.9224 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 455 |      2 |    是     |   0.9242 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 456 |      0 |    是     |   0.9200 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 457 |      2 |    是     |   0.9262 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 458 |      1 |    是     |   0.9211 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 459 |      0 |    是     |   0.9290 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 460 |      2 |    是     |   0.9273 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 461 |      0 |    是     |   0.9331 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 462 |      1 |    是     |   0.9345 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 463 |      2 |    是     |   0.9222 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 464 |      1 |    是     |   0.9239 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 465 |      1 |    是     |   0.9273 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 466 |      1 |    是     |   0.9265 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 467 |      0 |    是     |   0.9167 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 468 |      0 |    是     |   0.9119 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 469 |      3 |    是     |   0.9312 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 470 |      3 |    是     |   0.9237 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 471 |      0 |    是     |   0.9237 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 472 |      1 |    是     |   0.9271 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 473 |      0 |    是     |   0.9427 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 474 |      0 |    是     |   0.9378 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 475 |      2 |    是     |   0.9251 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 476 |      0 |    是     |   0.9173 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 477 |      0 |    是     |   0.9175 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 478 |      0 |    是     |   0.9310 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 479 |      0 |    是     |   0.9264 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 480 |      0 |    是     |   0.9201 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 481 |      2 |    是     |   0.9152 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 482 |      0 |    是     |   0.9303 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 483 |      1 |    是     |   0.9262 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 484 |      1 |    是     |   0.9201 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 485 |      2 |    是     |   0.9168 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 486 |      2 |    是     |   0.9265 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 487 |      1 |    是     |   0.9343 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 488 |      2 |    是     |   0.9304 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 489 |      1 |    是     |   0.9184 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 490 |      0 |    是     |   0.9198 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 491 |      1 |    是     |   0.9251 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 492 |      0 |    是     |   0.9221 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 493 |      2 |    是     |   0.9159 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 494 |      1 |    是     |   0.9236 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 495 |      0 |    是     |   0.9162 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 496 |      0 |    是     |   0.9253 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 497 |      0 |    是     |   0.9300 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 498 |      0 |    是     |   0.9205 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 499 |      0 |    是     |   0.9416 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}
 500 |      0 |    是     |   0.9605 | {'Con': [1, 2, 3, 4], 'Neu': [], 'Rad': [0]}

真实权重:
准则1: 0.1390
准则2: 0.2670
准则3: 0.2160
准则4: 0.1330
准则5: 0.1070
准则6: 0.1380

平均估计权重:
准则1: 0.1557
准则2: 0.2080
