run_id,initial_consensus,final_consensus,crp_iterations,consensus_improvement,weight_scheme_1,weight_scheme_2,weight_scheme_3,weight_scheme_4,weight_scheme_5,weight_scheme_6,ranking,dm_weight_1,dm_weight_2,dm_weight_3,dm_weight_4,dm_weight_5
46,0.9393703431602775,0.9393703431602775,0,0.0,0.13336456411963693,0.27210057203425625,0.19946702660368187,0.1309200740995487,0.11779958007756093,0.14634818306531536,"[2, 3, 6, 1, 4, 5]",0.2797261559744442,0.23803257751501783,0.19902080835425487,0.14574689661756654,0.13747356153871654
47,0.9336193020937262,0.9336193020937262,0,0.0,0.13114689758333628,0.2642222645957323,0.2133338024076424,0.14585734760201385,0.11185275636669693,0.13358693144457826,"[2, 3, 4, 6, 1, 5]",0.2794964135592301,0.23715854371856357,0.1987863497612612,0.14655238763796533,0.13800630532297986
48,0.9083273679983397,0.9083273679983397,0,0.0,0.15106920012847164,0.25028092042773775,0.22132216470165794,0.14214183073006573,0.10682097393633391,0.12836491007573295,"[2, 3, 1, 4, 6, 5]",0.2817867978121279,0.23849557687482087,0.19615263834063773,0.14632262295919513,0.13724236401321835
49,0.9167270391151873,0.9167270391151873,0,0.0,0.11625096939018023,0.26696432941524706,0.24150395085231263,0.11726696480075034,0.11726696533361755,0.14074682020789203,"[2, 3, 6, 5, 4, 1]",0.2793375776760216,0.24014423354761708,0.19618115600899386,0.1470192141514038,0.13731781861596357
50,0.9247391912248638,0.9247391912248638,0,0.0,0.1180617189899523,0.2291101286932965,0.2493738217088794,0.15169309193624939,0.11223552587578316,0.1395257127958393,"[3, 2, 4, 6, 1, 5]",0.2815970999471767,0.2354685372326348,0.19818847974584536,0.14634511255472016,0.138400770519623
51,0.9152719253674962,0.9152719253674962,0,0.0,0.1441802335246778,0.24259058139553463,0.21394344551421274,0.13614147984760183,0.129474006025689,0.1336702536922841,"[2, 3, 1, 4, 6, 5]",0.2782425541944158,0.23822165569619025,0.19954812745086017,0.14636015425097632,0.1376275084075575
52,0.9414219444813405,0.9414219444813405,0,0.0,0.1263850589623542,0.24875926531355572,0.22956041181718823,0.15337345049436601,0.1254853434005988,0.11643647001193719,"[2, 3, 4, 1, 5, 6]",0.27992647969041734,0.23675880870626037,0.1988555052130505,0.14647392538781656,0.13798528100245536
53,0.9282995341721407,0.9282995341721407,0,0.0,0.11799178817747846,0.27742166509915134,0.22069172757977928,0.12230168631164884,0.10867833129926201,0.15291480153267994,"[2, 3, 6, 4, 1, 5]",0.2789925296304159,0.23724495387908384,0.1997284017999712,0.14653100815155337,0.13750310653897568
54,0.9195759315619415,0.9195759315619415,0,0.0,0.14930078581988857,0.26591382168202055,0.2048182599718938,0.1431958267676095,0.1033838128604217,0.13338749289816587,"[2, 3, 1, 4, 6, 5]",0.28086926733380146,0.2370981175537744,0.19840421949982556,0.14597311887232475,0.13765527674027378
55,0.9306420514469079,0.9306420514469079,0,0.0,0.1308238672311815,0.27512296295742067,0.2165343750808473,0.12512398415764525,0.11370777843349372,0.13868703213941164,"[2, 3, 6, 1, 4, 5]",0.27951100927608863,0.23636382895822025,0.1996282299606071,0.14667190518689574,0.13782502661818827
56,0.9401549780683877,0.9401549780683877,0,0.0,0.14448267767163697,0.28635445479398003,0.20133755144964288,0.13373671293108652,0.0930193533974442,0.14106924975620955,"[2, 3, 1, 6, 4, 5]",0.2794660200156516,0.23771157309141955,0.19880127772229578,0.14622124157569147,0.13779988759494172
57,0.9196953143422537,0.9196953143422537,0,0.0,0.12177688788360698,0.25114141874931195,0.2551657473209238,0.13122057420694463,0.11158142907162423,0.12911394276758856,"[3, 2, 4, 6, 1, 5]",0.27965876906422066,0.23832409233550544,0.20086898151668803,0.14471467408479424,0.13643348299879163
58,0.9325270331591449,0.9325270331591449,0,0.0,0.14268396449874618,0.2721390078511625,0.19649460840907929,0.1474256127322632,0.09664165723592272,0.1446151492728261,"[2, 3, 4, 6, 1, 5]",0.28017962853014555,0.2371296495206278,0.19838082923998707,0.1466885732453581,0.13762131946388145
59,0.9273728605736713,0.9273728605736713,0,0.0,0.14904548946184412,0.29600604802963426,0.22464062710202035,0.1080195364788105,0.10618939720018061,0.1160989017275101,"[2, 3, 1, 6, 4, 5]",0.28146106529057324,0.23823301440011205,0.1968125784385602,0.14578601148267922,0.13770733038807517
60,0.9336426005301421,0.9336426005301421,0,0.0,0.15878903211062892,0.2700207391903955,0.2082722977002928,0.12788794429299588,0.10223408143047866,0.13279590527520835,"[2, 3, 1, 6, 4, 5]",0.2795452696041028,0.23723060757107986,0.1990498554877536,0.14652687846613777,0.13764738887092604
61,0.9247395077348519,0.9247395077348519,0,0.0,0.11110241546733951,0.25762579959645815,0.2237344744160919,0.1486291922193835,0.1257503383497313,0.1331577799509955,"[2, 3, 4, 6, 5, 1]",0.28023384600297974,0.23871747328730628,0.19670903239764942,0.14659631339515342,0.13774333491691101
62,0.9517021087810609,0.9517021087810609,0,0.0,0.13080733322865032,0.3075327063320929,0.212553033026459,0.13107442199933528,0.08993401548224852,0.1280984899312141,"[2, 3, 4, 1, 6, 5]",0.2804756082892897,0.23723910178271218,0.19807234851595107,0.1465082893204787,0.1377046520915684
63,0.922196420408421,0.922196420408421,0,0.0,0.12822891739409867,0.24088678695618765,0.24219499083996437,0.14499020970787319,0.11358116486471266,0.13011793023716367,"[3, 2, 4, 6, 1, 5]",0.2790722924014386,0.23649628414465396,0.200909343720619,0.14609282664860632,0.13742925308468226
64,0.9284464523617493,0.9284464523617493,0,0.0,0.16063370945745065,0.26763892262467404,0.2105537824221757,0.11006803986753039,0.11080062571014304,0.14030491991802624,"[2, 3, 1, 6, 5, 4]",0.2793514522652893,0.23650539578390106,0.19937748863436788,0.14695749460047544,0.1378081687159664
65,0.9267841947916441,0.9267841947916441,0,0.0,0.10770211545744397,0.2838227244631225,0.23859309590123973,0.1292217056579393,0.10832563317822677,0.13233472534202761,"[2, 3, 6, 4, 5, 1]",0.2792807002616506,0.2377976381883137,0.1992828929640593,0.14633644135479357,0.13730232723118274
66,0.9283343397255072,0.9283343397255072,0,0.0,0.1079688759322773,0.26852967382657206,0.22160512518631648,0.1430483005746719,0.10690202801271292,0.15194599646744933,"[2, 3, 6, 4, 1, 5]",0.2783322783783407,0.23740618708183572,0.19949096115568948,0.14713196121813943,0.13763861216599468
67,0.9191934576734155,0.9191934576734155,0,0.0,0.14232714032776436,0.2516257168775877,0.22721755680278177,0.1271051820307871,0.12754592280773508,0.124178481153344,"[2, 3, 1, 5, 4, 6]",0.28000379591846725,0.2365737303211271,0.19918193476825496,0.14665401973806605,0.1375865192540847
68,0.9287621832031242,0.9287621832031242,0,0.0,0.1310612024263575,0.24379701552065589,0.24091470652131847,0.14168104836603165,0.10075661929953367,0.1417894078661029,"[2, 3, 6, 4, 1, 5]",0.2794736573003748,0.23692993500372964,0.19940034626372144,0.14641342258318976,0.13778263884898442
69,0.9253537229256988,0.9253537229256988,0,0.0,0.14297958132197006,0.24909306826061792,0.17773121384238943,0.14174730912038605,0.1523300309132118,0.1361187965414249,"[2, 3, 5, 1, 4, 6]",0.27909063997698963,0.2394751575926193,0.19869272072514288,0.14574247998720471,0.13699900171804358
70,0.9160294023993373,0.9160294023993373,0,0.0,0.1400562255263698,0.26089888815775564,0.19441581766719596,0.13223466572926723,0.12178987095986922,0.15060453195954226,"[2, 3, 6, 1, 4, 5]",0.27849156472132197,0.23689768129002178,0.19987313228607267,0.1469602889164741,0.13777733278610954
71,0.9336716081938898,0.9336716081938898,0,0.0,0.12105311387214031,0.2793521705502334,0.18950359658862215,0.16123647921428585,0.11535301353865407,0.1335016262360642,"[2, 3, 4, 6, 1, 5]",0.2797771574447831,0.238395183245659,0.19867992382709024,0.14569099919188272,0.1374567362905849
72,0.9259249427657285,0.9259249427657285,0,0.0,0.14295389592766444,0.2681059356850243,0.22743631696710337,0.1263999527926402,0.1098812710792308,0.12522262754833674,"[2, 3, 1, 4, 6, 5]",0.28034796462169304,0.23622614458668362,0.19830269347885976,0.14686203986204183,0.13826115745072162
73,0.9094979786431004,0.9094979786431004,0,0.0,0.13299616101281433,0.30233233242403795,0.18301788519507245,0.15503374445504403,0.11161119952147705,0.11500867739155415,"[2, 3, 4, 1, 6, 5]",0.27927586804258486,0.23760290649597537,0.1997498532375662,0.14638309847222883,0.13698827375164468
74,0.941453921344677,0.941453921344677,0,0.0,0.1446619611817605,0.24874190332672066,0.23553421540095615,0.14074628321232974,0.10431237217327965,0.12600326470495346,"[2, 3, 1, 4, 6, 5]",0.27987576714833207,0.23628851704813453,0.19943823666080907,0.14646848315182037,0.1379289959909041
75,0.9402159074616194,0.9402159074616194,0,0.0,0.17262302330337145,0.2841933538666924,0.18292351366884874,0.14806769284737553,0.09498766583161966,0.11720475048209206,"[2, 3, 1, 4, 6, 5]",0.27975868360043255,0.23673606127516958,0.19899944853225815,0.14685412994999444,0.13765167664214525
76,0.9475189216135576,0.9475189216135576,0,0.0,0.1194940714910669,0.2590028294643634,0.2211840105876455,0.1583925181825526,0.09217236834619091,0.14975420192818067,"[2, 3, 4, 6, 1, 5]",0.28067173568510473,0.23614573880852632,0.19847812564771802,0.14658090616787378,0.13812349369077714
77,0.919692720537113,0.919692720537113,0,0.0,0.1382029014227871,0.2648871386168886,0.20856265006854513,0.1306628196142623,0.11338958453453057,0.14429490574298628,"[2, 3, 6, 1, 4, 5]",0.2807125282633662,0.23440330801119666,0.2009844191965311,0.14648894339507412,0.1374108011338319
78,0.9317227547504379,0.9317227547504379,0,0.0,0.1340356345688224,0.25199397568496784,0.23060879862094727,0.1322963463139403,0.1221038643371096,0.12896138047421257,"[2, 3, 1, 4, 6, 5]",0.2803826133385637,0.2375878444628556,0.19727202962182322,0.14681712326835006,0.13794038930840735
79,0.9267678183029294,0.9267678183029294,0,0.0,0.139194887628665,0.2729944422422651,0.179753891415379,0.1553718156191947,0.12204467739230204,0.13064028570219405,"[2, 3, 4, 1, 6, 5]",0.2801649348575774,0.2362026503049967,0.20090057314853482,0.14536297171901746,0.13736886996987352
80,0.9082927618246843,0.9082927618246843,0,0.0,0.12979885688822915,0.25451537006475533,0.23140887881716454,0.11286592440652018,0.1156848296107607,0.1557261402125702,"[2, 3, 6, 1, 5, 4]",0.2805283627619881,0.23534818126076054,0.19957781023243454,0.14663612503225085,0.13790952071256599
81,0.9178093218825927,0.9178093218825927,0,0.0,0.14601792459221435,0.25254585367998106,0.21392272805730173,0.1378430026501483,0.11784156353364329,0.13182892748671135,"[2, 3, 1, 4, 6, 5]",0.2788386602991536,0.2375643958388426,0.19879794612505847,0.14730818785284167,0.1374908098841037
82,0.9214905382039104,0.9214905382039104,0,0.0,0.17501396618703197,0.26534715978893014,0.2227991354351735,0.11614597639105206,0.11120166493307226,0.10949209726474013,"[2, 3, 1, 4, 5, 6]",0.28002047775223554,0.23620983448118762,0.19861529485124832,0.14714920600349277,0.13800518691183578
83,0.9467795723853938,0.9467795723853938,0,0.0,0.1441966713831851,0.24902782548114025,0.21736624986205047,0.14348955161606278,0.10470029397199805,0.1412194076855633,"[2, 3, 1, 4, 6, 5]",0.27987587601489006,0.23774692588118598,0.1994437423759434,0.1456668696529883,0.13726658607499226
84,0.9214459954565095,0.9214459954565095,0,0.0,0.1586516192131072,0.26067669811083694,0.22242136388915837,0.12695461533294589,0.10501008563225947,0.12628561782169223,"[2, 3, 1, 4, 6, 5]",0.28139636364588305,0.2393815938891199,0.19597424062841248,0.14558390791681103,0.1376638939197736
85,0.915331731290697,0.915331731290697,0,0.0,0.11982273490277325,0.25028442878778684,0.23869257686720133,0.14703609624218428,0.10290985434449976,0.14125430885555462,"[2, 3, 4, 6, 1, 5]",0.279916660903973,0.23866841290122884,0.19756918272256643,0.14636856506760712,0.13747717840462462
86,0.9270330509693747,0.9270330509693747,0,0.0,0.13790839289623616,0.264224410751149,0.21162502273597114,0.12857552638061615,0.10992180533792453,0.14774484189810305,"[2, 3, 6, 1, 4, 5]",0.2798437762942643,0.23589424291047592,0.19964570150648484,0.14689710721479748,0.13771917207397735
87,0.9355146385279345,0.9355146385279345,0,0.0,0.1562675425630287,0.27133400541512226,0.21108378717572104,0.1330111465684836,0.09760646752801219,0.13069705074963214,"[2, 3, 1, 4, 6, 5]",0.2800917591308484,0.23614722731880658,0.1991547747596931,0.14678991675322856,0.13781632203742333
88,0.927029318543161,0.927029318543161,0,0.0,0.15184652716800562,0.2615475223745717,0.2071053920376134,0.14703262803339479,0.09994974165007968,0.13251818873633486,"[2, 3, 1, 4, 6, 5]",0.280621969620517,0.2377953250099102,0.19761199384869352,0.14614161350532057,0.13782909801555873
89,0.917017997200167,0.917017997200167,0,0.0,0.13537121721527878,0.24777523240526697,0.2103186626118715,0.13872529381432594,0.11230080849416753,0.15550878545908936,"[2, 3, 6, 4, 1, 5]",0.27820406751080373,0.23796361212360892,0.1994988628454147,0.14707937344115418,0.13725408407901843
90,0.9256579034386322,0.9256579034386322,0,0.0,0.1532262463814642,0.29173541737587494,0.1998578671882456,0.10166614803760782,0.1267028731083066,0.12681144790850082,"[2, 3, 1, 6, 5, 4]",0.27936957915492955,0.2375363764647923,0.19901286161567014,0.1465454519609809,0.13753573080362713
91,0.9230953984323427,0.9230953984323427,0,0.0,0.15969836438830518,0.23956227018482634,0.20600415425763755,0.14567352147442997,0.11761793882453081,0.13144375087027008,"[2, 3, 1, 4, 6, 5]",0.28040070915155985,0.23721039230515273,0.19855172064007534,0.14610371871932593,0.13773345918388613
92,0.9369092728509218,0.9369092728509218,0,0.0,0.14112674177556161,0.25527071400473056,0.2264939932687286,0.1300026001146926,0.11242899066347875,0.13467696017280786,"[2, 3, 1, 6, 4, 5]",0.2790096491186487,0.2381906123881082,0.19881455502088954,0.14654011781067872,0.13744506566167491
93,0.9342069001380506,0.9342069001380506,0,0.0,0.13516741562237441,0.22010341214859122,0.22174709977595095,0.1540417055801792,0.12540351865274715,0.14353684822015716,"[3, 2, 4, 6, 1, 5]",0.28047627269669645,0.23596790211000251,0.19873492773619303,0.1464588997585339,0.1383619976985742
