run_id,initial_consensus,final_consensus,crp_iterations,consensus_improvement,weight_scheme_1,weight_scheme_2,weight_scheme_3,weight_scheme_4,weight_scheme_5,weight_scheme_6,ranking,dm_weight_1,dm_weight_2,dm_weight_3,dm_weight_4,dm_weight_5
0,0.9264636983395744,0.9264636983395744,0,0.0,0.1533521813915092,0.2821811392664614,0.2177528572672543,0.11891467822172884,0.09908158013865247,0.128717563714394,"[2, 3, 1, 6, 4, 5]",0.1787024198190128,0.1941997916109261,0.191498187816891,0.19286029063987464,0.24273931011329558
1,0.9285083133730572,0.9285083133730572,0,0.0,0.13837474634012908,0.25489248127955705,0.218487649244008,0.1411293281016874,0.1157738737576447,0.13134192127697386,"[2, 3, 4, 1, 6, 5]",0.1660005952597347,0.17457474848838045,0.17823482227189133,0.24751741515404196,0.2336724188259516
2,0.9307162951575592,0.9307162951575592,0,0.0,0.13965078025186112,0.29076544573748336,0.2128269146840902,0.130309704487617,0.10171626508644546,0.12473088975250304,"[2, 3, 1, 4, 6, 5]",0.23374632632931372,0.15652609096116948,0.2119761216263078,0.19107438144616043,0.20667707963704868
3,0.9123608582813727,0.9123608582813727,0,0.0,0.14682271741668906,0.28137244728714167,0.20292552970508726,0.12336330308339763,0.09869328509099537,0.14682271741668904,"[2, 3, 1, 6, 4, 5]",0.1667511431908815,0.229370720195923,0.20425706237319277,0.2062060869895783,0.19341498725042447
4,0.9306356996412398,0.9306356996412398,0,0.0,0.14728213045371377,0.2764288027996411,0.22498023760690156,0.12830645590574863,0.09699337329072223,0.1260089999432726,"[2, 3, 1, 4, 6, 5]",0.220537701429845,0.21741410922298032,0.16042839290843244,0.23107579511559706,0.17054400132314512
5,0.9188395566259968,0.9188395566259968,0,0.0,0.13184636880599745,0.2564667507580581,0.2384213767667431,0.13590466507547222,0.10996255172003624,0.127398286873693,"[2, 3, 4, 1, 6, 5]",0.23907047551567948,0.20065863409420806,0.18360238464127934,0.1760165734787385,0.20065193227009465
6,0.9191245379283925,0.9191245379283925,0,0.0,0.14770389190215114,0.23972119855123136,0.19614813998487077,0.15256427950141324,0.12350949708496883,0.14035299297536472,"[2, 3, 4, 1, 6, 5]",0.17230538360277103,0.2022055759237083,0.23375359996001518,0.2193386454216764,0.17239679509182915
7,0.9499520265841042,0.9499520265841042,0,0.0,0.14343950175787473,0.24609277803369675,0.1974801343166993,0.15549091035980764,0.11491729320158262,0.14257938233033893,"[2, 3, 4, 1, 6, 5]",0.16852741398819965,0.17851139902946783,0.21049902412421959,0.2507412583883475,0.1917209044697654
8,0.9414289951676414,0.9414289951676414,0,0.0,0.14919412203652285,0.2675469773975341,0.21095661067791668,0.1222249946246102,0.10088354635826599,0.1491937489051502,"[2, 3, 1, 6, 4, 5]",0.23763901123508424,0.19346629939738402,0.14583375765972478,0.1855697891161798,0.2374911425916271
9,0.9180045620426982,0.9180045620426982,0,0.0,0.12773324958937418,0.28086220600607187,0.21685913000182752,0.13614502827617148,0.10545835961530864,0.1329420265112463,"[2, 3, 4, 6, 1, 5]",0.20956333939432248,0.18587796716542648,0.17857942258785506,0.23578385517203979,0.1901954156803561
10,0.9244788087433803,0.9244788087433803,0,0.0,0.17087555746638283,0.2783223421028892,0.20061728665909848,0.08899120220794414,0.1187585390818187,0.1424350724818666,"[2, 3, 1, 6, 5, 4]",0.21163766382247098,0.206471642665107,0.18571832908672165,0.20201366695560893,0.19415869747009143
11,0.9088723649136756,0.9088723649136756,0,0.0,0.13661152232911483,0.27957531065644325,0.2185866227419041,0.14205807651412503,0.09699863411737512,0.12616983364103762,"[2, 3, 4, 1, 6, 5]",0.20366038890003,0.2284139663374236,0.1708106621887342,0.2499419366366024,0.1471730459372097
12,0.9160290863281889,0.9160290863281889,0,0.0,0.13032985154775767,0.30397728435838645,0.20265993202499905,0.16473410081552944,0.08367381072198073,0.11462502053134668,"[2, 3, 4, 1, 6, 5]",0.16242988705512953,0.21187751203878383,0.21968574144358471,0.1961498297857943,0.20985702967670758
13,0.9390957238085501,0.9390957238085501,0,0.0,0.12656943532406423,0.24516613960163122,0.21969766604254842,0.14269665608462603,0.10167903551374788,0.1641910674333822,"[2, 3, 6, 4, 1, 5]",0.2323741705291952,0.19059763428952706,0.16204842550782597,0.1749625068089224,0.24001726286452932
14,0.9277317865164642,0.9277317865164642,0,0.0,0.13223675430842471,0.27540301693426605,0.21633147984714715,0.14099886323610944,0.09403102243794327,0.14099886323610944,"[2, 3, 4, 6, 1, 5]",0.23366287965241844,0.1938816111888724,0.20683981887252811,0.1830131733470847,0.18260251693909638
15,0.9139640662363392,0.9139640662363392,0,0.0,0.13317650066186074,0.283684411681786,0.22123436157860477,0.13770876994877757,0.11174991694175487,0.11244603918721616,"[2, 3, 4, 1, 6, 5]",0.15063799038879744,0.20653109731078187,0.20868817005606832,0.1927029344336787,0.24143980781067365
16,0.9421672261842582,0.9421672261842582,0,0.0,0.15350746689372247,0.2771223760335748,0.19937405692021354,0.1176727665951098,0.09981329577759754,0.15251003777978192,"[2, 3, 1, 6, 4, 5]",0.20509920767093556,0.16563823942868997,0.22700304755041617,0.2124520962186217,0.18980740913133665
17,0.9119342611941951,0.9119342611941951,0,0.0,0.1457841904928323,0.2700518835671476,0.2173059711082257,0.12830087380760763,0.1041584401268289,0.13439864089735798,"[2, 3, 1, 6, 4, 5]",0.20294116012314722,0.20224076333474417,0.23109835053336555,0.1705525497085995,0.1931671763001436
18,0.9185978174593668,0.9185978174593668,0,0.0,0.13021363801505997,0.2514489030378878,0.21405709202521758,0.14880712973047555,0.10498903295357204,0.15048420423778713,"[2, 3, 6, 4, 1, 5]",0.22245666525800037,0.1696733741167196,0.21483437526601376,0.21541772043467297,0.1776178649245934
19,0.9208316903926981,0.9208316903926981,0,0.0,0.1493614026585134,0.2718350844860023,0.2148744367912543,0.12112806446128187,0.11328692851990327,0.12951408308304485,"[2, 3, 1, 6, 4, 5]",0.18247632271636713,0.18491361625787708,0.20772313486530505,0.22719992521942853,0.19768700094102215
20,0.9398724321735569,0.9398724321735569,0,0.0,0.12328020614625461,0.23716764465333617,0.21922610480226032,0.14636125444010295,0.11443121310440467,0.15953357685364117,"[2, 3, 6, 4, 1, 5]",0.18904197506404746,0.21221096008532558,0.20465999048350134,0.15633472818339147,0.237752346183734
21,0.921306025577451,0.921306025577451,0,0.0,0.1270715964396566,0.25442546332730337,0.21383993960798622,0.14052239002341926,0.12227838110434756,0.14186222949728697,"[2, 3, 6, 4, 1, 5]",0.18397560091242443,0.2062433738444313,0.2008158729639272,0.2203478179659581,0.18861733431325897
22,0.9300403043122489,0.9300403043122489,0,0.0,0.13228511553786682,0.28505076060892903,0.19668791974087138,0.13654582305805446,0.09528184406849155,0.15414853698578676,"[2, 3, 6, 4, 1, 5]",0.18485202464576714,0.18132948667961862,0.17486140199249353,0.2183536648700317,0.240603421812089
23,0.9501974760493825,0.9501974760493825,0,0.0,0.13023866380909013,0.29155484540880544,0.19263167720960384,0.13203225490071793,0.10857019251916468,0.144972366152618,"[2, 3, 6, 4, 1, 5]",0.2578407425256362,0.1817497625107625,0.1518731683205307,0.22340033253458258,0.18513599410848802
24,0.9277259652490786,0.9277259652490786,0,0.0,0.13727214958579914,0.2471248731554608,0.2283820386553216,0.1332811690335669,0.10549864661583853,0.14844112295401313,"[2, 3, 6, 1, 4, 5]",0.18729632247743816,0.20516306837378165,0.19389974826738077,0.2169570826125179,0.19668377826888153
25,0.9335434969439943,0.9335434969439943,0,0.0,0.13895195536517976,0.2866355637395329,0.19772612340202775,0.10721327612397608,0.11877231918757207,0.1507007621817115,"[2, 3, 6, 1, 5, 4]",0.22710302585044573,0.17293518843584235,0.14975005520078213,0.24018790779857394,0.2100238227143559
26,0.9334998673048955,0.9334998673048955,0,0.0,0.15272416189177704,0.26385930439945926,0.22064098426887202,0.13909831738716744,0.09728661053005533,0.12639062152266892,"[2, 3, 1, 4, 6, 5]",0.2123211267598433,0.18156792454505952,0.18894417023313265,0.20712171098219026,0.21004506747977428
27,0.9481547446470415,0.9481547446470415,0,0.0,0.13572310112655747,0.249671429171909,0.22182141697852212,0.12786822214697882,0.12510220551895257,0.13981362505707998,"[2, 3, 6, 1, 4, 5]",0.22707816678622297,0.17142564280953995,0.23303690122221782,0.21250396649956818,0.15595532268245105
